序号,卡口位置,车型,卡点编号,卡点名称,流向,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
1,鹿城区,小型汽车,330302000287,DX鞋都大道富士达路路口,由北向南,159,118,81,57,52,76,324,981,1146,1156,933,804,808,1110,1186,1279,1297,1659,1277,911,752,734,440,309
1,鹿城区,小型汽车,330302000287,DX鞋都大道富士达路路口,由西向东,0,0,0,0,0,0,0,0,0,0,406,770,748,930,996,1065,707,1311,1042,853,909,768,526,353
1,鹿城区,小型汽车,330302000287,DX鞋都大道富士达路路口,由西向南,23,8,7,4,3,4,58,145,187,249,219,206,161,251,333,393,398,596,363,177,191,156,87,49
1,鹿城区,小型汽车,330302000293,DX-G330国道临江东街交叉口,由东向西,16,8,6,7,10,32,123,244,241,179,163,187,180,188,216,192,170,219,163,115,70,65,52,29
1,鹿城区,小型汽车,330302000293,DX-G330国道临江东街交叉口,由西向东,0,0,0,0,0,1,1,3,1,2,2,2,3,0,1,2,3,2,0,2,0,0,0,0
1,鹿城区,小型汽车,330302000301,DX锦绣路飞霞南路路口,由东向西,397,227,137,106,84,169,649,2591,2554,1905,1845,1706,1538,1629,1688,1753,1880,2442,1620,1134,1143,1116,794,469
1,鹿城区,小型汽车,330302000301,DX锦绣路飞霞南路路口,由北向南,535,422,274,203,153,244,706,2404,2319,1926,1789,1636,1353,1482,1664,1825,1924,2222,1758,1402,1478,1524,1212,660
1,鹿城区,小型汽车,330302000301,DX锦绣路飞霞南路路口,由西向东,126,88,53,49,43,88,419,1389,1202,1134,854,735,744,887,967,989,141,815,757,500,473,424,306,200
1,鹿城区,小型汽车,330302000302,DX锦江路惠民路路口,由东向西,50,28,20,12,16,23,122,563,678,466,344,346,286,301,372,348,275,655,561,259,287,273,159,77
1,鹿城区,小型汽车,330302000302,DX锦江路惠民路路口,由北向南,122,75,57,39,46,82,537,1765,1585,1218,1004,807,641,701,887,884,1119,1424,858,434,428,429,295,135
1,鹿城区,小型汽车,330302000302,DX锦江路惠民路路口,由南向北,53,47,31,31,27,42,200,746,830,548,433,438,343,419,470,489,752,894,555,299,259,258,158,96
1,鹿城区,小型汽车,330302000302,DX锦江路惠民路路口,由西向东,40,19,13,16,17,46,208,854,650,383,271,223,249,251,277,257,99,112,249,235,200,143,78,46
1,鹿城区,小型汽车,330302000303,DX汤家桥北路汇源路路口,由东向西,76,35,28,14,16,55,163,654,683,422,300,297,244,283,268,292,136,324,386,189,157,176,107,69
1,鹿城区,小型汽车,330302000303,DX汤家桥北路汇源路路口,由北向南,5,2,0,1,0,7,44,223,288,174,132,147,111,111,142,156,212,338,183,48,55,54,29,19
1,鹿城区,小型汽车,330302000303,DX汤家桥北路汇源路路口,由南向北,117,61,26,19,20,58,274,1238,1328,858,664,611,630,699,726,775,770,1258,1025,564,436,478,345,197
1,鹿城区,小型汽车,330302000304,DX汤家桥北路新浦路路口,由东向西,29,19,15,10,12,26,104,510,473,331,202,186,187,185,190,201,249,240,190,145,125,112,64,50
1,鹿城区,小型汽车,330302000304,DX汤家桥北路新浦路路口,由北向南,64,35,18,17,13,51,201,795,957,636,511,527,394,398,482,546,728,936,607,311,302,325,174,111
1,鹿城区,小型汽车,330302000304,DX汤家桥北路新浦路路口,由南向北,130,84,43,30,28,61,301,1346,1436,1036,814,741,803,872,887,953,1319,1583,1111,649,583,566,361,191
1,鹿城区,小型汽车,330302000304,DX汤家桥北路新浦路路口,由西向东,22,20,2,1,6,24,98,472,343,205,162,134,128,174,160,161,101,165,203,116,96,79,56,34
1,鹿城区,小型汽车,330302000305,DX汤家桥北路学院路路口,由东向西,40,15,12,9,7,41,247,917,801,591,526,469,368,396,443,487,233,553,477,214,187,156,115,58
1,鹿城区,小型汽车,330302000305,DX汤家桥北路学院路路口,由北向南,37,21,9,11,3,17,56,375,652,359,274,310,261,215,276,303,504,810,430,187,154,205,95,62
1,鹿城区,小型汽车,330302000305,DX汤家桥北路学院路路口,由南向北,61,23,16,17,15,32,199,1041,1038,594,424,307,377,425,414,451,664,730,594,335,263,235,177,106
1,鹿城区,小型汽车,330302000305,DX汤家桥北路学院路路口,由西向东,181,93,71,28,21,85,376,1641,1778,1160,948,725,667,758,940,1001,476,770,935,521,581,547,336,259
1,鹿城区,小型汽车,330302000311,DX蝉河路,由东向西,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,鹿城区,小型汽车,330302000311,DX蝉河路,由西向东,123,95,55,70,61,115,161,144,155,281,262,243,201,213,247,279,277,321,309,222,271,194,173,100
1,鹿城区,小型汽车,330302000312,望江路广化桥路口,由南向北,107,54,37,27,13,40,193,761,731,604,469,373,401,443,475,489,642,753,542,406,353,276,243,104
1,鹿城区,小型汽车,330302000312,望江路广化桥路口,由西向东,120,98,74,87,277,586,623,895,819,797,769,874,877,1027,561,702,730,813,1057,851,699,587,344,201
1,鹿城区,小型汽车,330302000313,DX车站大道锦源路路口,由东向西,67,34,40,24,19,31,103,243,208,198,187,197,190,186,193,172,117,193,139,126,129,131,98,82
1,鹿城区,小型汽车,330302000313,DX车站大道锦源路路口,由北向南,196,101,78,53,47,93,293,788,821,723,629,549,507,621,695,659,733,815,656,453,439,408,329,139
1,鹿城区,小型汽车,330302000313,DX车站大道锦源路路口,由南向北,153,86,56,49,51,86,271,647,819,712,585,681,651,677,677,652,798,937,660,505,423,424,314,200
1,鹿城区,小型汽车,330302000313,DX车站大道锦源路路口,由西向东,47,44,50,38,27,31,76,216,234,204,186,216,189,215,210,231,72,121,172,193,156,145,75,60
1,鹿城区,小型汽车,330302000314,温州大道站东路路口,由东向西,126,87,43,36,39,76,284,896,1239,935,855,730,689,751,725,755,809,866,834,504,408,392,301,164
1,鹿城区,小型汽车,330302000314,温州大道站东路路口,由北向南,70,73,55,49,35,57,110,341,306,273,204,263,220,253,211,176,253,250,209,186,161,157,113,107
1,鹿城区,小型汽车,330302000314,温州大道站东路路口,由西向东,165,79,45,47,39,93,270,1023,1031,876,720,618,680,722,758,737,322,326,521,434,377,380,263,156
1,鹿城区,小型汽车,330302000315,划龙桥东龙路口,由东向西,81,46,35,25,23,41,127,508,582,415,344,367,319,283,336,368,212,306,437,262,210,217,164,143
1,鹿城区,小型汽车,330302000315,划龙桥东龙路口,由南向北,104,65,44,100,28,61,119,343,378,283,278,245,233,241,267,251,316,422,296,215,187,156,162,123
1,鹿城区,小型汽车,330302000315,划龙桥东龙路口,由西向东,11,9,17,17,84,381,724,755,704,639,601,599,521,623,543,338,543,332,203,37,19,22,11,14
1,鹿城区,小型汽车,330302000316,会展路新田路路口,由东向南,27,13,13,4,4,40,154,802,947,502,416,405,342,514,454,509,573,1117,611,270,186,196,91,62
1,鹿城区,小型汽车,330302000316,会展路新田路路口,由西向北,18,13,6,1,6,19,75,626,514,263,186,139,167,174,151,211,294,305,189,155,138,107,63,38
1,鹿城区,小型汽车,330302000316,会展路新田路路口,由西向南,67,56,26,22,21,58,236,1416,1231,879,662,580,520,594,656,712,767,911,700,431,389,353,211,137
1,鹿城区,小型汽车,330302000317,学院路府东路口,由东向西,298,157,75,63,53,119,465,1454,1389,1205,1119,1040,939,1040,1072,1198,990,1347,1128,846,807,718,549,434
1,鹿城区,小型汽车,330302000317,学院路府东路口,由北向南,224,116,78,62,35,86,256,1117,1103,741,586,546,516,571,595,690,804,1000,711,548,554,578,418,290
1,鹿城区,小型汽车,330302000317,学院路府东路口,由南向北,186,131,78,56,37,50,188,829,793,727,588,550,574,620,672,640,811,1077,737,502,417,419,360,244
1,鹿城区,小型汽车,330302000317,学院路府东路口,由西向东,124,75,48,41,40,58,172,675,704,428,393,340,335,441,536,547,206,223,528,430,445,437,327,193
1,鹿城区,小型汽车,330302000318,过境路黄龙商贸城路口,由东向西,43,25,15,10,5,48,415,1392,1701,1517,1387,1240,1005,1095,1216,1359,1227,1691,420,85,89,92,91,60
1,鹿城区,小型汽车,330302000318,过境路黄龙商贸城路口,由西向东,345,205,136,89,80,210,717,1933,1665,1464,1317,1075,1225,1374,1406,1507,1440,1346,1287,965,997,925,622,438
1,鹿城区,小型汽车,330302000319,G330与瓯湖线交叉口,由东向南,83,55,31,22,18,65,215,639,618,439,412,620,494,618,625,565,459,556,524,328,328,357,259,144
1,鹿城区,小型汽车,330302000319,G330与瓯湖线交叉口,由西向北,95,54,45,40,40,104,342,814,973,885,871,688,747,998,1119,929,1057,1043,887,713,549,420,282,173
1,鹿城区,小型汽车,330302000319,G330与瓯湖线交叉口,由西向南,19,17,8,11,12,24,88,193,252,313,339,209,184,243,237,270,270,281,167,161,112,76,53,31
1,鹿城区,小型汽车,330302000323,DX大同巷,由北向南,1,0,2,0,0,0,0,9,15,10,6,5,3,5,3,4,13,14,11,8,5,10,3,0
1,鹿城区,小型汽车,330302000323,DX大同巷,由南向北,0,1,4,0,0,0,6,9,14,15,3,7,7,8,12,8,15,13,11,6,2,10,1,0
1,鹿城区,小型汽车,330302000324,DX柴桥巷,由东向西,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,鹿城区,小型汽车,330302000324,DX柴桥巷,由西向东,0,0,0,0,0,1,2,8,3,7,8,12,13,9,10,11,9,13,7,0,0,0,0,0
1,鹿城区,小型汽车,330302000325,DX九山路兽医桥口,由北向南,3,4,4,4,12,15,10,1,0,1,0,2,1,1,1,0,0,2,0,2,0,1,0,0
1,鹿城区,小型汽车,330302000325,DX九山路兽医桥口,由南向北,36,30,30,17,20,21,69,162,135,147,129,108,120,121,118,195,206,297,178,138,159,123,87,61
1,鹿城区,小型汽车,330302000326,DX纱帽河商城西侧支路,由北向南,23,10,5,2,0,4,22,39,32,77,70,90,96,127,148,154,129,133,126,149,172,136,160,64
1,鹿城区,小型汽车,330302000326,DX纱帽河商城西侧支路,由南向北,1,0,0,0,0,1,3,0,0,0,0,0,1,2,2,1,0,1,2,1,2,0,1,0
1,鹿城区,小型汽车,330302000327,DX第一桥,由东向西,26,29,24,15,11,5,5,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,2
1,鹿城区,小型汽车,330302000327,DX第一桥,由西向东,125,117,94,62,32,36,61,94,54,90,134,98,134,166,149,165,118,149,128,177,156,155,218,159
1,鹿城区,小型汽车,330302000328,DX金茂商厦西恻支路,由北向南,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,鹿城区,小型汽车,330302000328,DX金茂商厦西恻支路,由南向北,2,0,1,0,0,0,1,4,7,12,9,9,9,4,6,6,11,16,10,5,11,7,4,2
1,鹿城区,小型汽车,330302000329,DX黎明中路278弄,由南向北,1,1,1,0,1,2,3,4,13,6,2,0,4,5,0,6,18,24,7,1,2,9,6,3
1,鹿城区,小型汽车,330302000330,DX兴墅路龟湖路口,由北向南,48,39,30,23,25,24,29,59,118,217,240,177,133,188,196,205,185,162,130,158,141,139,112,69
1,鹿城区,小型汽车,330302000330,DX兴墅路龟湖路口,由南向北,9,6,1,3,4,3,5,3,0,0,1,4,2,0,2,5,3,1,1,3,0,4,4,2
1,鹿城区,小型汽车,330302000591,DX人民路大南路路口(变道抓拍),由西向东,200,87,69,25,22,117,264,1064,958,849,798,730,748,870,882,1202,1170,1204,966,628,615,556,379,224
1,鹿城区,小型汽车,330302000669,DX江滨路东明路路口(变道抓拍),由东向西,18,10,9,2,6,66,267,1007,1021,902,901,795,754,933,917,1372,757,1214,905,71,59,45,32,21
1,鹿城区,小型汽车,330302000682,DX百里路解放街路口(变道抓拍),由东向西,100,53,61,44,30,65,240,753,711,640,591,648,553,632,652,939,904,839,718,244,247,274,198,145
1,鹿城区,小型汽车,330302000717,DX惠民路市公安局前,由南向北,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,鹿城区,小型汽车,330302000718,DX望江西路西城路口,由北向南,0,0,0,0,0,0,1,4,2,1,0,0,4,3,0,0,0,3,0,1,1,0,1,0
1,鹿城区,小型汽车,330302000719,DX望江西路西城路路口(变道抓拍),由东向西,233,163,118,83,69,87,225,1016,1034,813,704,668,561,651,645,706,726,841,816,585,594,645,468,328
1,鹿城区,小型汽车,330302000726,人民西路妙果寺前北侧斑马线,由东向西,226,119,102,77,64,209,430,1172,1235,983,987,916,808,914,1032,1110,1058,1402,1136,927,274,262,263,197
1,鹿城区,小型汽车,330302000728,DX惠民路锦绣路路口(变道抓拍),由南向北,72,42,20,16,20,40,182,597,586,452,413,401,388,369,457,467,517,784,639,369,315,311,204,124
1,鹿城区,小型汽车,330302000751,DX车站大道学院路路口(变道抓拍),由北向南,253,181,114,85,71,113,381,914,828,863,813,792,744,882,873,1256,1237,1253,821,675,664,662,439,366
1,鹿城区,小型汽车,330302000753,市府路教育局门口,由东向西,53,29,12,12,14,43,167,1261,1163,633,496,511,449,535,630,629,758,1186,685,427,305,268,154,79
1,鹿城区,小型汽车,330302000753,市府路教育局门口,由西向东,75,50,32,16,17,41,141,906,963,650,648,517,537,521,651,664,698,1021,740,418,431,448,263,136
1,鹿城区,小型汽车,330302000781,104国道岩门卡口,由北向南,303,176,145,129,157,281,699,1063,913,803,1037,842,921,1321,987,878,1989,1993,1552,1335,1117,949,671,383
1,鹿城区,小型汽车,330302000781,104国道岩门卡口,由南向北,399,258,120,101,116,255,303,230,268,319,402,378,265,283,337,317,330,286,352,413,702,1367,990,699
1,鹿城区,小型汽车,330302000800,S温州大道三友路路口南北方向,由北向南,9,6,12,6,5,33,145,846,658,405,278,212,204,192,219,229,272,510,333,75,85,74,45,13
1,鹿城区,小型汽车,330302000800,S温州大道三友路路口南北方向,由南向北,21,10,5,8,3,30,91,352,422,225,196,192,182,230,200,223,297,418,353,177,129,143,91,45
1,鹿城区,小型汽车,330302000951,ZG荷花路世贸大厦前,由东向西,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,0,3,2,1,1,1,1,0,0
1,鹿城区,小型汽车,330302000951,ZG荷花路世贸大厦前,由西向东,0,0,0,0,0,0,0,1,0,1,1,3,6,1,3,4,5,2,1,1,0,1,0,0
1,鹿城区,小型汽车,330302000952,S金德景园4幢旁,由东向西,0,0,0,0,0,0,0,3,1,0,0,2,2,0,0,1,1,0,0,0,2,0,0,0
1,鹿城区,小型汽车,330302000953,S八仙楼社区文化礼堂前,由东向西,39,22,18,19,5,21,55,285,214,116,101,83,41,96,121,134,169,255,187,119,114,128,88,38
1,鹿城区,小型汽车,330302000954,S温州市第二幼儿园旁北,由北向南,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,3,1,6,0,1,0,0,0
1,鹿城区,小型汽车,330302000955,S温州市第二幼儿园旁南,由南向北,3,0,1,1,1,3,2,3,6,17,21,20,20,15,10,18,21,38,7,21,15,3,3,1
1,鹿城区,小型汽车,330302000957,S朔门大厦2幢南侧,由东向西,2,3,0,2,0,3,12,54,62,35,37,21,29,41,44,35,61,98,48,30,44,31,18,7
1,鹿城区,小型汽车,330302000958,S世纪丰盛大厦北侧,由东向西,12,11,8,3,0,0,6,16,36,9,14,20,19,29,14,39,55,82,82,46,42,30,25,5
1,鹿城区,小型汽车,330302000959,S朔门大厦1幢西侧,由东向西,6,6,10,5,4,4,25,52,56,77,38,41,47,51,42,51,68,71,87,43,48,46,28,14
1,鹿城区,小型汽车,330302000961,YD市府路府东路交叉口(变道抓拍),由南向北,0,0,0,0,0,0,0,0,0,0,168,443,460,536,578,557,679,781,638,445,406,372,244,126
1,鹿城区,小型汽车,330302000962,YD府东路锦江路交叉口(变道抓拍),由南向北,118,54,28,45,25,70,248,924,920,654,490,486,496,627,656,611,811,870,720,520,449,401,260,148
1,鹿城区,小型汽车,330302001110,ZG西城路农贸市场前,由东向西,2,2,0,0,0,0,1,1,2,2,3,1,1,2,4,1,1,2,3,0,1,1,2,0
1,鹿城区,小型汽车,330302001111,ZG康盛路双屿客运中心,由南向北,0,0,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0
1,鹿城区,小型汽车,330302001327,ZG府东路绣山路路口,由东向西,36,32,14,4,11,14,72,438,459,324,229,285,240,222,270,268,341,518,287,183,167,145,78,68
1,鹿城区,小型汽车,330302001327,ZG府东路绣山路路口,由南向北,109,48,34,26,5,38,161,949,1029,642,527,528,476,533,632,654,762,968,654,439,413,365,240,149
1,鹿城区,小型汽车,330302001329,ZG锦绣路车站大道路口,由东向西,432,242,145,114,122,157,453,1735,1790,1463,1264,1314,1177,1311,1459,1401,1424,1842,1603,1206,1217,1188,831,527
1,鹿城区,小型汽车,330302001329,ZG锦绣路车站大道路口,由北向南,432,265,172,117,97,138,531,1269,1298,1092,1053,1015,942,1017,1073,1065,1053,1311,1052,899,1021,975,705,515
1,鹿城区,小型汽车,330302001329,ZG锦绣路车站大道路口,由南向北,384,216,136,70,77,114,350,1224,1127,1021,1026,1049,1058,1053,1194,1125,1139,1276,1218,1068,1051,1105,764,510
1,鹿城区,小型汽车,330302001329,ZG锦绣路车站大道路口,由西向东,251,211,102,82,57,87,488,1408,1439,1188,1098,951,977,1105,1157,1225,1283,1301,1066,839,873,936,630,431
1,鹿城区,小型汽车,330302001331,ZG瓯越大桥东游路路口,由南向北,134,83,47,25,22,179,452,1002,1025,1051,1093,1090,932,901,1002,972,931,1028,927,476,473,463,374,214
1,鹿城区,小型汽车,330302001333,ZG锦绣路吴桥路路口,由东向西,323,230,129,67,47,126,470,1583,1572,1248,1092,1033,857,1097,1096,1071,1013,1388,1298,836,924,981,752,453
1,鹿城区,小型汽车,330302001333,ZG锦绣路吴桥路路口,由北向南,415,335,219,175,136,196,444,1121,1057,972,893,800,812,874,908,946,860,938,884,788,815,842,763,488
1,鹿城区,小型汽车,330302001333,ZG锦绣路吴桥路路口,由西向东,109,57,32,23,21,154,578,1881,1762,1450,1177,1053,1038,1203,1272,1337,1406,1946,1266,577,553,456,277,148
1,鹿城区,小型汽车,330302001334,ZG过境公路嵇师路路口,由北向南,450,224,203,107,146,273,585,1264,1487,1755,1811,1703,1691,1393,1809,1994,2185,2135,1898,1497,1369,1397,989,652
1,鹿城区,小型汽车,330302001334,ZG过境公路嵇师路路口,由南向北,482,358,191,140,49,207,614,1764,2212,2067,2018,1773,1639,1869,1866,1989,1698,1773,1597,1331,1187,1152,951,701
1,鹿城区,小型汽车,330302001334,ZG过境公路嵇师路路口,由西向东,38,21,16,5,0,17,91,303,390,440,472,332,324,406,430,461,338,397,314,122,104,82,56,46
1,鹿城区,小型汽车,330302001369,温州大道与三友路交叉口,由东向西,64,45,33,25,27,33,262,926,1210,957,838,811,790,895,853,909,966,1122,411,219,209,192,150,97
1,鹿城区,小型汽车,330302001369,温州大道与三友路交叉口,由西向东,205,83,54,48,42,89,220,788,853,847,705,616,685,685,745,771,367,885,628,484,375,392,304,198
1,鹿城区,小型汽车,330302001431,S-G104国道沿达路路口,由东向西,23,13,9,6,12,19,95,335,195,192,148,153,138,158,191,166,250,204,167,154,133,96,89,40
1,鹿城区,小型汽车,330302001431,S-G104国道沿达路路口,由北向南,148,100,53,55,43,124,275,784,903,797,984,723,749,978,1064,1024,1085,1084,1012,892,745,555,406,233
1,鹿城区,小型汽车,330302001431,S-G104国道沿达路路口,由南向北,187,99,48,51,50,143,386,965,947,865,881,775,764,903,915,952,1006,1092,904,728,694,594,420,260
1,鹿城区,小型汽车,330302001431,S-G104国道沿达路路口,由西向东,12,5,1,0,3,12,23,97,109,128,136,144,84,147,148,136,152,149,92,73,79,62,49,24
1,鹿城区,小型汽车,330302001485,S-G330国道16Km+220,由东向西,37,43,23,20,22,70,163,299,373,315,349,350,271,348,365,292,336,368,307,186,142,126,111,78
1,鹿城区,小型汽车,330302001485,S-G330国道16Km+220,由西向东,55,37,20,18,33,38,81,208,256,305,284,266,250,264,341,341,353,381,356,264,226,151,103,85
1,鹿城区,小型汽车,330302001486,S-G330国道17KM+410M,由东向西,48,42,44,77,94,159,259,301,318,345,281,308,305,380,426,420,462,338,294,238,191,150,99,87
1,鹿城区,小型汽车,330302001486,S-G330国道17KM+410M,由西向东,34,29,13,15,23,71,189,329,380,333,321,324,272,340,353,291,330,357,287,204,163,130,116,79
1,鹿城区,小型汽车,330302001548,ZG车站大道-智慧谷前,由南向北,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
1,鹿城区,小型汽车,330302001549,ZG马鞍池东路马鞍池公园前斑马线,由西向东,0,0,0,0,0,0,0,0,2,0,3,0,1,1,1,1,2,2,0,0,0,0,0,0
1,鹿城区,小型汽车,330302001550,ZG望江东路码头出口斑马线,由西向东,0,0,0,0,0,0,0,3,0,1,0,0,2,2,2,1,2,1,2,2,0,0,0,0
1,鹿城区,小型汽车,330302001551,ZG荷花路金典影城前斑马线,由东向西,0,0,0,0,0,0,0,1,2,3,0,0,3,1,3,3,1,1,2,2,0,0,0,0
1,鹿城区,小型汽车,330302001553,ZG鞋都大道双屿中学前斑马线,由南向北,0,0,0,0,0,0,0,4,8,12,2,5,2,5,6,3,3,5,2,1,0,0,0,0
1,鹿城区,小型汽车,330302001554,ZG学院路人才大厦前斑马线,由东向西,0,0,0,0,0,0,0,0,3,0,0,2,1,2,2,1,1,5,0,1,1,0,0,0
1,鹿城区,小型汽车,330302001555,GD学院路-外国语学校,由西向东,0,0,0,0,0,0,0,2,4,1,0,1,0,0,2,0,2,3,0,0,0,0,0,0
1,鹿城区,小型汽车,330302001568,BK学院路杨府山公园边,由东向西,197,127,64,50,39,99,256,1091,1186,779,724,658,606,706,775,914,895,1154,878,609,654,699,453,297
1,鹿城区,小型汽车,330302001568,BK学院路杨府山公园边,由西向东,158,68,44,31,34,65,280,1175,984,785,700,590,543,673,728,787,910,1082,797,550,534,424,327,205
1,鹿城区,小型汽车,330302001655,ZG粗糠路月湖小区前,由南向北,24,5,5,3,7,19,30,169,117,75,61,38,51,62,50,58,75,90,67,54,44,47,23,20
1,鹿城区,小型汽车,330302001656,ZG亦美大厦东侧支路,由北向南,8,8,2,2,2,3,19,108,128,104,98,68,71,88,75,123,98,153,83,56,46,39,18,9
1,鹿城区,小型汽车,330302001657,ZG温州大剧院北侧支路,由东向西,24,17,15,11,4,10,52,599,389,188,163,155,130,148,181,447,364,407,167,142,109,100,51,30
1,鹿城区,小型汽车,330302001658,ZG丰汇路竹园停车场前,由北向南,2,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,2,0,0,2,0,0
1,鹿城区,小型汽车,330302001672,ZG瓯江路香源路交叉口,由东向西,37,36,26,14,9,39,182,532,677,410,352,346,354,374,409,412,616,1089,769,395,281,238,163,95
1,鹿城区,小型汽车,330302001672,ZG瓯江路香源路交叉口,由南向北,147,100,41,28,45,9,51,334,485,243,191,205,170,224,237,268,286,485,263,191,194,170,93,64
1,鹿城区,小型汽车,330302001672,ZG瓯江路香源路交叉口,由西向东,29,20,13,0,4,11,292,1137,1264,730,516,449,342,532,570,581,590,779,600,222,208,201,122,71
1,鹿城区,小型汽车,330302001683,DX锦绣路杏花路路口,由东向西,386,289,138,115,123,196,523,1804,1726,1334,1271,1189,1044,1213,1157,1232,1363,1663,1442,1023,1082,1184,943,558
1,鹿城区,小型汽车,330302001683,DX锦绣路杏花路路口,由北向南,164,111,66,64,66,86,216,764,766,535,442,392,376,457,476,477,526,621,487,398,405,397,308,227
1,鹿城区,小型汽车,330302001683,DX锦绣路杏花路路口,由西向东,306,186,137,135,138,267,674,1964,1869,1698,1429,1292,1369,1510,1537,1750,1842,2219,1885,1313,1184,1092,819,508
1,鹿城区,小型汽车,330302001685,DX过境公路康华路路口,由东向西,323,196,130,94,78,132,379,1062,1131,1079,1026,865,842,968,969,976,1021,962,867,723,685,670,534,427
1,鹿城区,小型汽车,330302001685,DX过境公路康华路路口,由北向南,99,59,47,24,15,24,46,197,238,193,199,191,174,178,186,222,270,299,255,187,210,237,163,136
1,鹿城区,小型汽车,330302001685,DX过境公路康华路路口,由南向北,142,111,78,41,49,59,233,658,601,559,405,351,363,425,420,410,487,497,459,403,324,338,267,203
1,鹿城区,小型汽车,330302001685,DX过境公路康华路路口,由西向东,380,227,135,117,118,179,458,973,986,1074,1185,1100,1122,1172,1134,1252,1235,1262,1420,1313,1089,1123,771,584
1,鹿城区,小型汽车,330302001931,ZG过境公路东瓯医院前斑马线,由北向南,0,0,0,0,0,0,1,2,8,3,3,5,4,5,4,5,4,1,1,2,3,3,0,0
1,鹿城区,小型汽车,330302001932,ZG鹿城路新宫前路口斑马线,由西向东,0,0,0,0,0,0,0,2,0,2,1,1,1,0,0,4,1,4,1,0,0,2,0,0
1,鹿城区,小型汽车,330302001933,ZG泰力路三开路口斑马线,由南向北,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,1,0
1,鹿城区,小型汽车,330302001934,ZG双金路金堡路口斑马线,由东向西,0,0,0,0,0,0,1,1,2,1,3,7,2,4,2,1,6,9,6,3,0,0,0,0
1,鹿城区,小型汽车,330302001936,ZG山前街马鞍池小学前斑马线,由南向北,0,0,0,0,0,0,3,43,18,14,6,19,7,14,12,41,33,38,18,6,6,9,5,0
1,鹿城区,小型汽车,330302001937,ZG划龙桥路华中巷口斑马线,由东向西,0,0,0,0,0,0,0,1,4,2,2,1,5,1,2,4,5,8,5,4,0,0,0,0
1,鹿城区,小型汽车,330302001938,ZG温州大道东风本田4S店前斑马线,由东向西,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,3,3,0,0,0,0,0,0,0
1,鹿城区,小型汽车,330302001939,ZG学院路双井头小区前斑马线,由东向西,0,0,0,0,0,0,3,7,5,3,11,8,8,4,7,7,4,4,2,9,0,1,1,0
1,鹿城区,小型汽车,330302001940,ZG黎明东路航标路口斑马线,由西向东,0,0,0,0,0,0,1,3,7,3,3,0,1,2,1,1,5,11,7,3,0,1,1,0
1,鹿城区,小型汽车,330302001941,ZG温州大道公交始发站前斑马线,由东向西,0,0,0,0,0,0,2,0,4,3,4,4,4,3,5,4,11,4,5,3,0,0,0,0
1,鹿城区,小型汽车,330302002095,DX马鞍池东路飞霞南路口交叉口,由南向北,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,鹿城区,小型汽车,330302002095,DX马鞍池东路飞霞南路口交叉口,由西向东,225,156,116,76,51,72,179,662,523,391,376,334,347,466,406,422,431,500,463,424,441,414,318,239
1,鹿城区,小型汽车,330302002113,S-104国道-西排路,由东向西,8,5,3,3,1,12,30,119,252,179,161,58,23,36,48,50,61,124,82,14,18,23,9,14
1,鹿城区,小型汽车,330302002114,S-104国道-岙底路,由西向东,2,0,0,0,0,0,0,14,24,29,8,3,3,4,20,26,22,17,19,14,9,1,3,3
1,鹿城区,小型汽车,330302002117,S-104国道-沿昌路,由东向西,10,4,1,4,3,4,21,67,68,76,97,71,74,97,101,75,95,92,85,67,50,39,27,21
1,鹿城区,小型汽车,330302002118,S-104国道-周岙底,由西向东,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0
1,鹿城区,小型汽车,330302002165,S宁波路物流一路路口,由北向南,204,112,103,75,66,207,430,936,1118,978,1039,889,907,931,1031,1089,1191,1148,920,757,683,618,492,384
1,鹿城区,小型汽车,330302002165,S宁波路物流一路路口,由南向北,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0
1,鹿城区,小型汽车,330302002166,S宁波路马坑路路口,由北向南,224,155,115,104,91,243,646,1510,1541,1525,1499,1343,1324,1392,1522,1696,1683,1845,1316,913,804,774,554,380
